focus_node,neighbor,direction,target,source,weight,abs_weight
454,443,focus_to_neighbor,443,454,0.12561628222465515,0.12561628222465515
454,10,focus_to_neighbor,10,454,0.10176295787096024,0.10176295787096024
454,70,focus_to_neighbor,70,454,0.10058685392141342,0.10058685392141342
454,323,focus_to_neighbor,323,454,0.10000010579824448,0.10000010579824448
454,4,focus_to_neighbor,4,454,0.09578200429677963,0.09578200429677963
454,322,focus_to_neighbor,322,454,0.09273093938827515,0.09273093938827515
454,152,focus_to_neighbor,152,454,0.0898832306265831,0.0898832306265831
454,434,focus_to_neighbor,434,454,0.08882874995470047,0.08882874995470047
842,841,neighbor_to_focus,842,841,0.1623779833316803,0.1623779833316803
842,752,neighbor_to_focus,842,752,0.12807482481002808,0.12807482481002808
842,358,neighbor_to_focus,842,358,0.11627794057130814,0.11627794057130814
842,472,neighbor_to_focus,842,472,-0.08509397506713867,0.08509397506713867
842,92,neighbor_to_focus,842,92,0.05516994744539261,0.05516994744539261
842,293,neighbor_to_focus,842,293,0.0523022785782814,0.0523022785782814
842,101,neighbor_to_focus,842,101,0.04807525500655174,0.04807525500655174
842,582,neighbor_to_focus,842,582,0.03871675208210945,0.03871675208210945
842,532,focus_to_neighbor,532,842,0.2074010819196701,0.2074010819196701
842,2,focus_to_neighbor,2,842,0.20505917072296143,0.20505917072296143
842,65,focus_to_neighbor,65,842,0.19017568230628967,0.19017568230628967
842,861,focus_to_neighbor,861,842,0.18233340978622437,0.18233340978622437
842,60,focus_to_neighbor,60,842,0.1779990792274475,0.1779990792274475
842,748,focus_to_neighbor,748,842,0.1622159630060196,0.1622159630060196
842,778,focus_to_neighbor,778,842,0.16094480454921722,0.16094480454921722
842,826,focus_to_neighbor,826,842,0.15974590182304382,0.15974590182304382
551,503,neighbor_to_focus,551,503,-0.19533483684062958,0.19533483684062958
551,274,neighbor_to_focus,551,274,0.1642134189605713,0.1642134189605713
551,728,neighbor_to_focus,551,728,0.15416507422924042,0.15416507422924042
551,339,neighbor_to_focus,551,339,0.1455361694097519,0.1455361694097519
551,95,neighbor_to_focus,551,95,0.13003769516944885,0.13003769516944885
551,306,neighbor_to_focus,551,306,0.12901847064495087,0.12901847064495087
551,727,neighbor_to_focus,551,727,0.12544366717338562,0.12544366717338562
551,312,neighbor_to_focus,551,312,0.10906369239091873,0.10906369239091873
551,793,focus_to_neighbor,793,551,-0.0917375385761261,0.0917375385761261
551,350,focus_to_neighbor,350,551,0.06482207030057907,0.06482207030057907
551,15,focus_to_neighbor,15,551,-0.058398280292749405,0.058398280292749405
551,630,focus_to_neighbor,630,551,-0.05621109530329704,0.05621109530329704
551,586,focus_to_neighbor,586,551,-0.05585003271698952,0.05585003271698952
551,346,focus_to_neighbor,346,551,-0.05227100849151611,0.05227100849151611
551,791,focus_to_neighbor,791,551,-0.040911559015512466,0.040911559015512466
551,785,focus_to_neighbor,785,551,-0.03965572267770767,0.03965572267770767
243,414,neighbor_to_focus,243,414,-0.13310466706752777,0.13310466706752777
243,472,neighbor_to_focus,243,472,-0.12459541112184525,0.12459541112184525
243,835,neighbor_to_focus,243,835,-0.10642720758914948,0.10642720758914948
243,683,neighbor_to_focus,243,683,0.09291478246450424,0.09291478246450424
243,522,neighbor_to_focus,243,522,0.0728728175163269,0.0728728175163269
243,766,neighbor_to_focus,243,766,0.07286914438009262,0.07286914438009262
243,745,neighbor_to_focus,243,745,0.07238871604204178,0.07238871604204178
243,629,neighbor_to_focus,243,629,0.06580229103565216,0.06580229103565216
243,3,focus_to_neighbor,3,243,0.08749070763587952,0.08749070763587952
243,570,focus_to_neighbor,570,243,0.07795261591672897,0.07795261591672897
243,113,focus_to_neighbor,113,243,0.07567791640758514,0.07567791640758514
243,772,focus_to_neighbor,772,243,0.07408351451158524,0.07408351451158524
243,595,focus_to_neighbor,595,243,-0.06909015774726868,0.06909015774726868
243,517,focus_to_neighbor,517,243,0.06895635277032852,0.06895635277032852
243,12,focus_to_neighbor,12,243,0.06721893697977066,0.06721893697977066
243,103,focus_to_neighbor,103,243,0.06670046597719193,0.06670046597719193
745,703,neighbor_to_focus,745,703,0.20929054915905,0.20929054915905
745,746,neighbor_to_focus,745,746,-0.13324695825576782,0.13324695825576782
745,511,neighbor_to_focus,745,511,0.12115254998207092,0.12115254998207092
745,838,neighbor_to_focus,745,838,-0.11079191416501999,0.11079191416501999
745,16,neighbor_to_focus,745,16,0.08119486272335052,0.08119486272335052
745,414,neighbor_to_focus,745,414,-0.07111921906471252,0.07111921906471252
745,807,neighbor_to_focus,745,807,0.06523739546537399,0.06523739546537399
745,15,neighbor_to_focus,745,15,-0.06150820106267929,0.06150820106267929
745,21,focus_to_neighbor,21,745,0.13559016585350037,0.13559016585350037
745,743,focus_to_neighbor,743,745,-0.11450809240341187,0.11450809240341187
745,742,focus_to_neighbor,742,745,-0.10581112653017044,0.10581112653017044
745,134,focus_to_neighbor,134,745,0.09650883823633194,0.09650883823633194
745,516,focus_to_neighbor,516,745,-0.08901384472846985,0.08901384472846985
745,736,focus_to_neighbor,736,745,-0.0827053040266037,0.0827053040266037
745,391,focus_to_neighbor,391,745,0.08092789351940155,0.08092789351940155
745,534,focus_to_neighbor,534,745,0.07675241678953171,0.07675241678953171
844,358,neighbor_to_focus,844,358,0.16603197157382965,0.16603197157382965
844,838,neighbor_to_focus,844,838,0.15669627487659454,0.15669627487659454
844,861,neighbor_to_focus,844,861,0.14004699885845184,0.14004699885845184
844,752,neighbor_to_focus,844,752,0.10449030995368958,0.10449030995368958
844,313,neighbor_to_focus,844,313,-0.06300485134124756,0.06300485134124756
844,173,neighbor_to_focus,844,173,0.05828867107629776,0.05828867107629776
844,765,neighbor_to_focus,844,765,-0.0527181550860405,0.0527181550860405
844,567,neighbor_to_focus,844,567,0.04637971520423889,0.04637971520423889
844,716,focus_to_neighbor,716,844,0.12094170600175858,0.12094170600175858
844,713,focus_to_neighbor,713,844,0.11074668169021606,0.11074668169021606
844,805,focus_to_neighbor,805,844,0.10935772210359573,0.10935772210359573
844,548,focus_to_neighbor,548,844,0.10197680443525314,0.10197680443525314
844,509,focus_to_neighbor,509,844,0.10091260075569153,0.10091260075569153
844,831,focus_to_neighbor,831,844,0.10079015791416168,0.10079015791416168
844,476,focus_to_neighbor,476,844,0.09917622804641724,0.09917622804641724
844,498,focus_to_neighbor,498,844,0.09012627601623535,0.09012627601623535
733,853,neighbor_to_focus,733,853,0.0911986455321312,0.0911986455321312
733,358,neighbor_to_focus,733,358,0.08134635537862778,0.08134635537862778
733,253,neighbor_to_focus,733,253,-0.06718478351831436,0.06718478351831436
733,835,neighbor_to_focus,733,835,-0.06286080926656723,0.06286080926656723
733,857,neighbor_to_focus,733,857,-0.05463900789618492,0.05463900789618492
733,173,neighbor_to_focus,733,173,0.05402993783354759,0.05402993783354759
733,797,neighbor_to_focus,733,797,-0.042322009801864624,0.042322009801864624
733,567,neighbor_to_focus,733,567,0.0422016866505146,0.0422016866505146
733,88,focus_to_neighbor,88,733,-0.17589643597602844,0.17589643597602844
733,585,focus_to_neighbor,585,733,-0.15770255029201508,0.15770255029201508
733,363,focus_to_neighbor,363,733,-0.15213140845298767,0.15213140845298767
733,833,focus_to_neighbor,833,733,0.14944007992744446,0.14944007992744446
733,852,focus_to_neighbor,852,733,-0.133932426571846,0.133932426571846
733,856,focus_to_neighbor,856,733,0.1317591816186905,0.1317591816186905
733,68,focus_to_neighbor,68,733,-0.12590782344341278,0.12590782344341278
733,678,focus_to_neighbor,678,733,-0.11797710508108139,0.11797710508108139
861,842,neighbor_to_focus,861,842,0.18233340978622437,0.18233340978622437
861,358,neighbor_to_focus,861,358,0.15275435149669647,0.15275435149669647
861,669,neighbor_to_focus,861,669,0.07059600949287415,0.07059600949287415
861,733,neighbor_to_focus,861,733,0.060850828886032104,0.060850828886032104
861,92,neighbor_to_focus,861,92,0.05717272311449051,0.05717272311449051
861,472,neighbor_to_focus,861,472,-0.04973055422306061,0.04973055422306061
861,557,neighbor_to_focus,861,557,-0.04484567046165466,0.04484567046165466
861,169,neighbor_to_focus,861,169,-0.03653474524617195,0.03653474524617195
861,457,focus_to_neighbor,457,861,0.18471308052539825,0.18471308052539825
861,380,focus_to_neighbor,380,861,0.15305054187774658,0.15305054187774658
861,844,focus_to_neighbor,844,861,0.14004699885845184,0.14004699885845184
861,250,focus_to_neighbor,250,861,0.13336533308029175,0.13336533308029175
861,77,focus_to_neighbor,77,861,0.11921457946300507,0.11921457946300507
861,738,focus_to_neighbor,738,861,0.11320862919092178,0.11320862919092178
861,675,focus_to_neighbor,675,861,0.11158660799264908,0.11158660799264908
861,764,focus_to_neighbor,764,861,0.1101207435131073,0.1101207435131073
121,779,neighbor_to_focus,121,779,-0.15857316553592682,0.15857316553592682
121,838,neighbor_to_focus,121,838,0.1544666588306427,0.1544666588306427
121,257,neighbor_to_focus,121,257,-0.1540287882089615,0.1540287882089615
121,738,neighbor_to_focus,121,738,0.11314970999956131,0.11314970999956131
121,103,neighbor_to_focus,121,103,0.10526872426271439,0.10526872426271439
121,289,neighbor_to_focus,121,289,0.10496846586465836,0.10496846586465836
121,456,neighbor_to_focus,121,456,0.0979996770620346,0.0979996770620346
121,210,neighbor_to_focus,121,210,0.09127766638994217,0.09127766638994217
121,437,focus_to_neighbor,437,121,0.22799524664878845,0.22799524664878845
121,177,focus_to_neighbor,177,121,0.1809365153312683,0.1809365153312683
121,196,focus_to_neighbor,196,121,0.16192670166492462,0.16192670166492462
121,783,focus_to_neighbor,783,121,0.1589261293411255,0.1589261293411255
121,680,focus_to_neighbor,680,121,0.15774399042129517,0.15774399042129517
121,462,focus_to_neighbor,462,121,0.12789559364318848,0.12789559364318848
121,622,focus_to_neighbor,622,121,0.1175525113940239,0.1175525113940239
121,779,focus_to_neighbor,779,121,0.11622380465269089,0.11622380465269089
310,173,neighbor_to_focus,310,173,0.3334777057170868,0.3334777057170868
310,77,neighbor_to_focus,310,77,0.18528755009174347,0.18528755009174347
310,408,neighbor_to_focus,310,408,-0.11060605198144913,0.11060605198144913
310,340,neighbor_to_focus,310,340,-0.10869379341602325,0.10869379341602325
310,358,neighbor_to_focus,310,358,0.10095140337944031,0.10095140337944031
310,549,neighbor_to_focus,310,549,-0.09611161798238754,0.09611161798238754
310,266,neighbor_to_focus,310,266,-0.08364412188529968,0.08364412188529968
310,421,neighbor_to_focus,310,421,0.08182668685913086,0.08182668685913086
310,380,focus_to_neighbor,380,310,0.13129326701164246,0.13129326701164246
310,621,focus_to_neighbor,621,310,0.11691556870937347,0.11691556870937347
310,387,focus_to_neighbor,387,310,0.1167014017701149,0.1167014017701149
310,849,focus_to_neighbor,849,310,-0.11574304848909378,0.11574304848909378
310,227,focus_to_neighbor,227,310,0.10950341075658798,0.10950341075658798
310,449,focus_to_neighbor,449,310,0.08400052040815353,0.08400052040815353
310,170,focus_to_neighbor,170,310,0.0797528326511383,0.0797528326511383
310,848,focus_to_neighbor,848,310,0.0667121410369873,0.0667121410369873
743,703,neighbor_to_focus,743,703,0.14428383111953735,0.14428383111953735
743,745,neighbor_to_focus,743,745,-0.11450809240341187,0.11450809240341187
743,606,neighbor_to_focus,743,606,0.09659294039011002,0.09659294039011002
743,746,neighbor_to_focus,743,746,-0.09098415076732635,0.09098415076732635
743,705,neighbor_to_focus,743,705,0.07877062261104584,0.07877062261104584
743,766,neighbor_to_focus,743,766,0.07023346424102783,0.07023346424102783
743,378,neighbor_to_focus,743,378,-0.06973061710596085,0.06973061710596085
743,609,neighbor_to_focus,743,609,-0.06942086666822433,0.06942086666822433
743,353,focus_to_neighbor,353,743,0.10505464673042297,0.10505464673042297
743,746,focus_to_neighbor,746,743,0.0938916876912117,0.0938916876912117
743,15,focus_to_neighbor,15,743,0.08134902268648148,0.08134902268648148
743,773,focus_to_neighbor,773,743,0.07136829197406769,0.07136829197406769
743,541,focus_to_neighbor,541,743,0.07072681933641434,0.07072681933641434
743,449,focus_to_neighbor,449,743,0.06863316148519516,0.06863316148519516
743,620,focus_to_neighbor,620,743,0.06214647740125656,0.06214647740125656
743,553,focus_to_neighbor,553,743,0.060845352709293365,0.060845352709293365
190,186,neighbor_to_focus,190,186,-0.12663835287094116,0.12663835287094116
190,173,neighbor_to_focus,190,173,0.10040672868490219,0.10040672868490219
190,860,neighbor_to_focus,190,860,0.060091275721788406,0.060091275721788406
190,472,neighbor_to_focus,190,472,-0.05957035347819328,0.05957035347819328
190,253,neighbor_to_focus,190,253,-0.0581386499106884,0.0581386499106884
190,608,neighbor_to_focus,190,608,-0.05217425152659416,0.05217425152659416
190,342,neighbor_to_focus,190,342,0.05122897028923035,0.05122897028923035
190,799,neighbor_to_focus,190,799,-0.04998648539185524,0.04998648539185524
190,689,focus_to_neighbor,689,190,0.1866554468870163,0.1866554468870163
190,781,focus_to_neighbor,781,190,0.14479492604732513,0.14479492604732513
190,812,focus_to_neighbor,812,190,0.12912417948246002,0.12912417948246002
190,198,focus_to_neighbor,198,190,0.12190540134906769,0.12190540134906769
190,275,focus_to_neighbor,275,190,0.12117399275302887,0.12117399275302887
190,792,focus_to_neighbor,792,190,0.10803008824586868,0.10803008824586868
190,321,focus_to_neighbor,321,190,0.10592896491289139,0.10592896491289139
190,349,focus_to_neighbor,349,190,0.10236731171607971,0.10236731171607971
677,860,neighbor_to_focus,677,860,0.13712070882320404,0.13712070882320404
677,799,neighbor_to_focus,677,799,-0.10924337804317474,0.10924337804317474
677,492,neighbor_to_focus,677,492,0.0796542540192604,0.0796542540192604
677,472,neighbor_to_focus,677,472,-0.07700246572494507,0.07700246572494507
677,522,neighbor_to_focus,677,522,0.07691752910614014,0.07691752910614014
677,624,neighbor_to_focus,677,624,0.06613922864198685,0.06613922864198685
677,414,neighbor_to_focus,677,414,-0.05478157103061676,0.05478157103061676
677,629,neighbor_to_focus,677,629,0.05075471103191376,0.05075471103191376
677,38,focus_to_neighbor,38,677,0.07848577201366425,0.07848577201366425
677,90,focus_to_neighbor,90,677,0.07064750045537949,0.07064750045537949
677,564,focus_to_neighbor,564,677,0.06261385232210159,0.06261385232210159
677,451,focus_to_neighbor,451,677,0.06224903091788292,0.06224903091788292
677,143,focus_to_neighbor,143,677,0.059406280517578125,0.059406280517578125
677,722,focus_to_neighbor,722,677,0.059318166226148605,0.059318166226148605
677,605,focus_to_neighbor,605,677,0.05638229846954346,0.05638229846954346
677,108,focus_to_neighbor,108,677,0.05381061136722565,0.05381061136722565
694,358,neighbor_to_focus,694,358,0.0986759215593338,0.0986759215593338
694,835,neighbor_to_focus,694,835,0.09050625562667847,0.09050625562667847
694,232,neighbor_to_focus,694,232,0.07807625085115433,0.07807625085115433
694,775,neighbor_to_focus,694,775,0.07017631083726883,0.07017631083726883
694,834,neighbor_to_focus,694,834,0.06530086696147919,0.06530086696147919
694,280,neighbor_to_focus,694,280,0.06370478868484497,0.06370478868484497
694,703,neighbor_to_focus,694,703,0.06204921752214432,0.06204921752214432
694,608,neighbor_to_focus,694,608,-0.06065203994512558,0.06065203994512558
694,545,focus_to_neighbor,545,694,-0.15626269578933716,0.15626269578933716
694,332,focus_to_neighbor,332,694,-0.09318992495536804,0.09318992495536804
694,363,focus_to_neighbor,363,694,-0.08986062556505203,0.08986062556505203
694,645,focus_to_neighbor,645,694,-0.06979873031377792,0.06979873031377792
694,100,focus_to_neighbor,100,694,0.06143471598625183,0.06143471598625183
694,276,focus_to_neighbor,276,694,0.055713195353746414,0.055713195353746414
694,828,focus_to_neighbor,828,694,-0.0551198273897171,0.0551198273897171
694,825,focus_to_neighbor,825,694,0.052087534219026566,0.052087534219026566
857,358,neighbor_to_focus,857,358,0.10043137520551682,0.10043137520551682
857,240,neighbor_to_focus,857,240,-0.07026513665914536,0.07026513665914536
857,838,neighbor_to_focus,857,838,-0.06218298524618149,0.06218298524618149
857,259,neighbor_to_focus,857,259,-0.061308663338422775,0.061308663338422775
857,841,neighbor_to_focus,857,841,0.05278681591153145,0.05278681591153145
857,340,neighbor_to_focus,857,340,-0.05055515468120575,0.05055515468120575
857,253,neighbor_to_focus,857,253,-0.049264222383499146,0.049264222383499146
857,293,neighbor_to_focus,857,293,0.041912660002708435,0.041912660002708435
857,749,focus_to_neighbor,749,857,-0.09904136508703232,0.09904136508703232
857,68,focus_to_neighbor,68,857,0.09458727389574051,0.09458727389574051
857,794,focus_to_neighbor,794,857,-0.0854516327381134,0.0854516327381134
857,255,focus_to_neighbor,255,857,0.07688452303409576,0.07688452303409576
857,726,focus_to_neighbor,726,857,-0.07655733078718185,0.07655733078718185
857,634,focus_to_neighbor,634,857,-0.07441675662994385,0.07441675662994385
857,532,focus_to_neighbor,532,857,-0.06936945021152496,0.06936945021152496
857,24,focus_to_neighbor,24,857,-0.06756054610013962,0.06756054610013962
382,343,neighbor_to_focus,382,343,0.20356301963329315,0.20356301963329315
382,838,neighbor_to_focus,382,838,0.16427083313465118,0.16427083313465118
382,680,neighbor_to_focus,382,680,0.11954365670681,0.11954365670681
382,752,neighbor_to_focus,382,752,-0.11537577956914902,0.11537577956914902
382,160,neighbor_to_focus,382,160,-0.11317145824432373,0.11317145824432373
382,568,neighbor_to_focus,382,568,-0.11266502737998962,0.11266502737998962
382,169,neighbor_to_focus,382,169,-0.09290458261966705,0.09290458261966705
382,627,neighbor_to_focus,382,627,0.08757107704877853,0.08757107704877853
382,10,focus_to_neighbor,10,382,0.15872344374656677,0.15872344374656677
382,680,focus_to_neighbor,680,382,-0.10179852694272995,0.10179852694272995
382,783,focus_to_neighbor,783,382,-0.08678793162107468,0.08678793162107468
382,171,focus_to_neighbor,171,382,0.08430663496255875,0.08430663496255875
382,169,focus_to_neighbor,169,382,0.07658753544092178,0.07658753544092178
382,196,focus_to_neighbor,196,382,-0.07600823789834976,0.07600823789834976
382,612,focus_to_neighbor,612,382,-0.07322541624307632,0.07322541624307632
382,189,focus_to_neighbor,189,382,0.06870309263467789,0.06870309263467789
533,398,neighbor_to_focus,533,398,0.19280266761779785,0.19280266761779785
533,173,neighbor_to_focus,533,173,0.1813073754310608,0.1813073754310608
533,638,neighbor_to_focus,533,638,-0.14805345237255096,0.14805345237255096
533,201,neighbor_to_focus,533,201,-0.12259218841791153,0.12259218841791153
533,133,neighbor_to_focus,533,133,-0.09196833521127701,0.09196833521127701
533,416,neighbor_to_focus,533,416,0.09013694524765015,0.09013694524765015
533,849,neighbor_to_focus,533,849,-0.0759565681219101,0.0759565681219101
533,608,neighbor_to_focus,533,608,-0.07136726379394531,0.07136726379394531
533,161,focus_to_neighbor,161,533,0.24910487234592438,0.24910487234592438
533,638,focus_to_neighbor,638,533,-0.19684168696403503,0.19684168696403503
533,530,focus_to_neighbor,530,533,0.1866256147623062,0.1866256147623062
533,535,focus_to_neighbor,535,533,-0.14152097702026367,0.14152097702026367
533,9,focus_to_neighbor,9,533,-0.10177019983530045,0.10177019983530045
533,465,focus_to_neighbor,465,533,-0.09195289760828018,0.09195289760828018
533,468,focus_to_neighbor,468,533,0.07917704433202744,0.07917704433202744
533,420,focus_to_neighbor,420,533,-0.07913875579833984,0.07913875579833984
586,89,neighbor_to_focus,586,89,0.25644153356552124,0.25644153356552124
586,43,neighbor_to_focus,586,43,0.1674761176109314,0.1674761176109314
586,763,neighbor_to_focus,586,763,0.1553962528705597,0.1553962528705597
586,734,neighbor_to_focus,586,734,-0.13132816553115845,0.13132816553115845
586,705,neighbor_to_focus,586,705,0.11903262138366699,0.11903262138366699
586,635,neighbor_to_focus,586,635,0.10482815653085709,0.10482815653085709
586,797,neighbor_to_focus,586,797,-0.10167309641838074,0.10167309641838074
586,738,neighbor_to_focus,586,738,-0.09924723953008652,0.09924723953008652
586,9,focus_to_neighbor,9,586,-0.31542402505874634,0.31542402505874634
586,225,focus_to_neighbor,225,586,-0.16893687844276428,0.16893687844276428
586,785,focus_to_neighbor,785,586,-0.09277413040399551,0.09277413040399551
586,432,focus_to_neighbor,432,586,-0.07176485657691956,0.07176485657691956
586,564,focus_to_neighbor,564,586,-0.06840898096561432,0.06840898096561432
586,242,focus_to_neighbor,242,586,0.06622723489999771,0.06622723489999771
586,446,focus_to_neighbor,446,586,-0.06613664329051971,0.06613664329051971
586,661,focus_to_neighbor,661,586,-0.06587394326925278,0.06587394326925278
