auc_regime,corr_mae,corr_mse,corr_mse_soft_exception,filter_reasons,k,lambda_hash_round6,lambda_oriented_swapped,n_auc,n_corr,n_peak_delay,n_sep,n_smooth_mean,n_smooth_std,n_switch_band,n_switch_margin_gap,n_top10,peak_delay_base_window,peak_delay_lambda,reg1_top10_coverage,score,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,sep_mean,sep_median,smooth_mask_count,smooth_mean_abs_diff,smooth_mean_abs_diff_far,smooth_mean_abs_diff_used,smooth_std_diff,smooth_std_diff_far,smooth_std_diff_used,switch_band_correct_rate,switch_margin_gap_signed,switch_margin_post_signed,switch_margin_pre_signed,switch_post_correct_rate,switch_pre_correct_rate,top10_in_reg1,valid_count,valid_ratio,window
0.45950386298054546,0.052370611303283895,0.042005332399734314,False,smooth_mean_abs_diff;smooth_std_diff,2,9ba56a00f7a2fb8098a7933c4c988618f094ef3d,True,0.7807851360704477,0.8000445821613015,1.0,0.8127749373469904,0.6302893901104516,0.624609252804852,0.9245960502692997,1.0,0.4626136162548541,200,150.0,0.02625,3.3966286890550728,0.7530701869768047,0.7226347328039325,0.7202884971309989,0.539900969592814,0.5453485256703561,0.28588476740650653,-0.10304836924343092,-0.05116874726280263,5578,0.03713665385139784,0.03730732407654611,0.03730732407654611,0.06040735931842749,0.06098879301472411,0.06098879301472411,0.82,0.23237234592438966,0.23237234592438966,0.2323723459243897,0.745,0.895,0.10535117056856187,5981,nan,20
0.4172765249449392,-0.0595608118133312,-0.05985123988713568,False,corr_mse,3,adf0c6ab547359eefca5815432f8ad774582c5b0,True,0.6724056960356918,0.30103885265178776,1.0,0.5597586377593768,0.02499951031951176,0.03878044499350395,1.0,0.9692941972255502,0.02218084169598485,200,150.0,0.0025,3.3829885130583834,0.654636569256477,0.2929949501888274,0.5169369351881904,0.04316468708821817,0.06610542146277426,0.027690166975881256,-0.18445935563988325,-0.00824216105713943,5478,0.008678794630333459,0.008781650621541544,0.008781650621541544,0.01963703281066669,0.019983398964546734,0.019983398964546734,0.865,0.2103350555555228,0.2103350555555228,0.2103350555555228,0.73,1.0,0.01020408163265306,5881,nan,120
0.4141841993787066,-0.021805554743166186,-0.02988334564589584,False,corr_mse,3,3963deb5f8a2b0ce3662d0c9c190f73f85c958a4,False,0.6644690244654673,0.4478546210599058,1.0,0.6477311672977215,0.19413835103947946,0.2790026669911478,0.6238779174147218,0.610907504149616,0.006117978053699624,200,150.0,0.0016666666666666668,3.2929395475383583,0.6474282344001173,0.41940210564440583,0.58764127842157,0.16394453311830526,0.21586118335580243,0.018273645546372817,-0.15615315395571994,-0.06028511251326063,5538,0.015598232521472908,0.01675270630911104,0.01675270630911104,0.032377104092219514,0.036797879135680035,0.036797879135680035,0.6525,0.07479525431891787,0.07479525431891787,0.07479525431891787,0.53,0.775,0.006734006734006734,5941,nan,60
0.4108588022469771,-0.06526361305701403,-0.0670591656389375,False,corr_mse,3,e930cdce5a9424454a92d935fc7ea1d53890fee0,True,0.6559341582911863,0.2657264897156169,1.0,0.549021658472734,0.06644074469587671,0.11507187430847654,0.125673249551167,0.18799860550581754,0.0,200,150.0,0.0,3.2747779763181093,0.6396766003814887,0.2625912994122426,0.5083075247033912,0.05699594997656896,0.0788014982024441,0.0,-0.18791410569380693,-0.02421275079134458,5498,0.009471183159195507,0.010734663812181364,0.010734663812181364,0.02071711761418161,0.02532345749358909,0.02532345749358909,0.375,-0.0851464766962649,-0.08514647669626485,-0.0851464766962649,0.47,0.28,0.0,5901,nan,100
0.39705168481802106,0.07859241365758407,0.07798907429736031,False,smooth_mean_abs_diff;smooth_std_diff,3,fbac8d91a43b3a767567640de471182e1cf22b09,True,0.6204972180279237,0.976332601411892,1.0,0.8129464593883807,0.9180612104670473,0.9100359353206433,0.4398563734290845,0.4003312949740417,1.0,200,150.0,0.05708333333333333,3.253672438572859,0.6074916561712818,0.8744172510986994,0.7204263509968611,0.7858592874957571,0.7844894549711053,0.6216859227728793,-0.10299317999830687,-0.1250157534755746,5578,0.05122752547011636,0.050869230943186176,0.050869230943186176,0.08075163487160851,0.08096738306173985,0.08096738306173985,0.55,-0.004843465779341416,-0.0048434657793413605,-0.004843465779341416,0.535,0.565,0.22909698996655517,5981,nan,20
0.40573271613629963,-0.010174336772105125,-0.018241860251240465,False,corr_mse,3,b3e988c3913e80e1eadf8b277f30d07f230ea8c6,True,0.6427776969064617,0.5048874445832947,1.0,0.6739394918017992,0.24500311582831696,0.2998033105271923,0.8707360861759427,0.7737292503760472,0.006065588981831953,200,150.0,0.0016666666666666668,3.2191454021661565,0.6277274881690531,0.4685068923261132,0.6087051534861198,0.22486597277201636,0.2791710925801643,0.018242933537051184,-0.14772031562414656,-0.04301765152046538,5548,0.019088401881497137,0.019149824977662273,0.019149824977662273,0.037763025449443495,0.038253831067916605,0.038253831067916605,0.79,0.1363735091673799,0.1363735091673799,0.13637350916738,0.9,0.68,0.0067226890756302525,5951,nan,50
0.3528827560311649,-0.039486120627685195,-0.04022239827757892,False,corr_mse,5,8f396bf121cd093fa9ab57694533c9b55b50b322,True,0.5071345484507397,0.39720254839463187,0.045454545454545414,0.5908750217970121,0.23116551082208198,0.2876333367831032,0.8393177737881509,0.7507078733693799,0.11498246939472744,200,171.0,0.0075,2.919552502320749,0.5045321125776084,0.3757910923794811,0.5419454635177035,0.25768289915741716,0.32712646791335764,0.08209320091673032,-0.17444729111390783,-0.05964096507481892,5548,0.020968472864906988,0.01849769611348313,0.01849769611348313,0.04184270086463662,0.037401987385423295,0.037401987385423295,0.7725,0.12766695581603793,0.12766695581603793,0.12766695581603804,0.89,0.655,0.030252100840336135,5951,nan,50
0.31864217366466724,-0.0707727236546123,-0.07520892493873182,False,corr_mse,10,23fd1d8b0bec65584b56c70e4d07da5ff8ca2f96,True,0.41925367989549583,0.22579998823010553,0.0,0.524556030531592,0.21715680425382095,0.3524967296716032,0.7091561938958707,0.6297638580528538,0.20247199742615138,200,172.0,0.012083333333333333,2.766498011173276,0.42471594248553973,0.22821491372288805,0.48864427113493863,0.197868065621343,0.31059117689697574,0.13338212634822805,-0.1957862107982738,-0.1580446213307357,5498,0.017541700607566896,0.017837503695874543,0.017837503695874543,0.040436005165272466,0.041942134522880085,0.041942134522880085,0.7,0.08192661971129983,0.08192661971129983,0.08192661971129989,0.685,0.715,0.04915254237288136,5901,nan,100
0.23485590429138817,-0.08329709602351044,-0.08547789372045858,False,corr_mse,8,458c9947dee75ff464d4da218e16a5cf9740a1d4,True,0.2042103127379372,0.17549126348916375,0.0,0.30027357584733144,0.07577130780259721,0.15506336961822445,0.0,0.0,0.25236747278247096,200,172.0,0.014583333333333334,2.6609717424389316,0.22940678985205992,0.18489952016500846,0.3083863685778802,0.0781002247554044,0.14625302771443546,0.16263231631382313,-0.26795174280954487,-0.24129104833918374,5438,0.010680240161415194,0.011174387992644369,0.011174387992644369,0.026455376250576288,0.028122683141024497,0.028122683141024497,0.2925,-0.17402147580797328,-0.17402147580797328,-0.17402147580797328,0.395,0.19,0.059931506849315065,5841,nan,160
0.27187934399695324,-0.06870270522026031,-0.0752728535766812,False,corr_mse,8,60c3d36383dd2600e82b805738f0e11427a3fcdd,True,0.29923358084132257,0.2254867953167741,0.0,0.4144426682367817,0.09525540454774811,0.1527081223338157,1.0,0.8685781280571006,0.171089167476673,200,172.0,0.010416666666666666,2.61316802040845,0.31570991195737164,0.22794525722949954,0.40014513392551826,0.1680551621495175,0.2775617122339291,0.11498459167950692,-0.2312164872447375,-0.1754344272249242,5498,0.01583372911473651,0.01209262072686728,0.01209262072686728,0.03762611171690335,0.02795782637451688,0.02795782637451688,0.8875,0.17224481319953366,0.17224481319953366,0.17224481319953366,0.775,1.0,0.0423728813559322,5901,nan,100
0.29357912051500523,-0.054621570608397646,-0.06273395178835096,False,smooth_std_diff;corr_mse,8,8c4a9efc6ddcc31c91b6cbefad9a8967840e6cc7,True,0.35492758707782196,0.2869161532232196,0.0,0.47607077149381943,0.22296895876888823,0.3625211284581114,0.6463195691202874,0.6821023034292842,0.20952253185736863,200,172.0,0.0125,2.602456811715342,0.36629296089579644,0.28083542344673446,0.4496762158254482,0.24943155389873498,0.3824315908192584,0.13751535626535627,-0.21138691624842104,-0.21649156349644572,5518,0.02049575599274293,0.018111414804092812,0.018111414804092812,0.046547636415360284,0.042643797563133405,0.042643797563133405,0.665,0.1017207209444369,0.1017207209444369,0.10172072094443696,0.735,0.595,0.05067567567567568,5921,nan,80
0.26753952475622456,-0.06667945535010045,-0.08006376880565381,False,corr_mse,5,8161fa15896ba7d5a5ab1afb67e02846eab6426f,False,0.28809512880900084,0.20201561328918202,0.045454545454545414,0.3654873344610126,0.16154760637698873,0.2596458549667076,0.6193895870736087,0.612267538284546,0.139149716387888,200,171.0,0.00875,2.5656402014253645,0.3055936193377183,0.20773676472588398,0.36079927516084626,0.1617096429494272,0.24304056423540593,0.09626074938574937,-0.24696844480062943,-0.18652237766943114,5518,0.015470196394375862,0.015216792739535514,0.015216792739535514,0.034689317294686904,0.03544298894586031,0.03544298894586031,0.65,0.07530961146410448,0.07530961146410448,0.07530961146410448,0.625,0.675,0.03547297297297297,5921,nan,80
0.2509503778278419,-0.04471469032863108,-0.05677197102416433,False,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,de56a8495a6685a4c53cd77fcf34fcefeff91c42,True,0.24551791370639622,0.3161245046703471,0.0,0.37121113344068685,0.5194055562683786,0.623363096875524,0.7091561938958707,0.7172652229416075,1.0,200,172.0,0.05583333333333333,2.530716142605703,0.26692365284165653,0.3059835711015204,0.3653995458337653,0.45662325535398024,0.5621056453084738,0.6111382734912146,-0.24512674479304186,-0.288333700249409,5548,0.03236570082958222,0.03208166916106919,0.03208166916106919,0.06183292649503886,0.060901567678160407,0.060901567678160407,0.7,0.11501913635348571,0.11501913635348576,0.11501913635348571,0.7,0.7,0.22521008403361345,5951,nan,50
0.24350456783110858,-0.06967019460470174,-0.07325432988989948,False,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,5651d84e899573ce76ed0087a087806a3c31463f,True,0.22640771743092405,0.2353757485992182,0.0,0.3709004004483175,0.28720403408903866,0.44156013969927227,0.6597845601436266,0.7356586865297329,0.4910137937352911,200,172.0,0.0275,2.4964449395974264,0.24956717126049113,0.23645956375406862,0.3651498068270355,0.2680164295169366,0.38924895651101626,0.30253378378378376,-0.24522672680786042,-0.27165477647637815,5518,0.021560477440745636,0.02113864001323245,0.02113864001323245,0.04712760558494354,0.04817617452729918,0.04817617452729918,0.6725,0.12197543927140403,0.12197543927140403,0.12197543927140408,0.72,0.625,0.11148648648648649,5921,nan,80
0.2616645605167088,-0.04089866959123259,-0.052034020280440824,False,smooth_mean_abs_diff;smooth_std_diff;corr_mse,8,f201d9b388f1b5a843ce42f2a7fc6cc0132b2579,True,0.27301661891178575,0.3393362082862232,0.0,0.39764384850397905,0.5898026191244004,0.6773717755484642,0.6014362657091563,0.5540334393955869,0.9147200667409485,200,172.0,0.050416666666666665,2.4949633025504907,0.29189884218682444,0.32596865485086673,0.3866437656854923,0.4876162919519074,0.572854487012732,0.5509228187919463,-0.23662170614554623,-0.295673924674676,5558,0.03414128176337267,0.03539929216166502,0.03539929216166502,0.0627473554811115,0.06468193341228541,0.06468193341228541,0.64,0.053285807731721035,0.053285807731721035,0.05328580773172109,0.66,0.62,0.20302013422818793,5961,nan,40
0.26151652075684834,-0.04979146537752849,-0.06585261145583068,False,corr_mse,5,70361cbfb86bf53548b82c76bbedafa0c4a52cd8,True,0.2726366644315146,0.27163752163841,0.045454545454545414,0.38049868113365615,0.22190559090685813,0.30666575568819476,0.8662477558348295,0.7826705760998088,0.09963247133749877,200,171.0,0.006666666666666667,2.438254515249094,0.2915537555721478,0.2676806487326122,0.372864034615958,0.2360452043251512,0.3308933015319637,0.07309458218549127,-0.24213836649440618,-0.23975170649814714,5538,0.01972885640222333,0.01806130115539726,0.01806130115539726,0.04216315416940543,0.03873417150905322,0.03873417150905322,0.7875,0.1397550675087037,0.1397550675087037,0.1397550675087038,0.88,0.695,0.026936026936026935,5941,nan,60
0.25408171861836565,-0.0382323342686729,-0.05393197824046982,False,smooth_mean_abs_diff;smooth_std_diff;corr_mse,5,390f55075e3baf9c79aaba86cafdbe0c23a4d437,True,0.2535547206002808,0.33003791878797406,0.045454545454545414,0.3924921293034601,0.5506132575806478,0.6343047285761867,0.2199281867145422,0.25534021366475756,0.5108504262837353,200,171.0,0.02875,2.3925109976729733,0.27422293374983464,0.3179629049316287,0.38250328087157415,0.41460753528778316,0.481733185738102,0.3141625991458206,-0.23827933271915186,-0.26833971549794583,5558,0.029958633963665448,0.03355240364158385,0.03355240364158385,0.054995454259869195,0.06166743291635823,0.06166743291635823,0.4275,-0.05967826495414491,-0.05967826495414491,-0.05967826495414491,0.385,0.47,0.11577181208053691,5961,nan,40
0.2299313291440541,-0.1007755770116287,-0.1085595323544182,False,corr_mse,5,6ebb733d0378d7d525245d8db7bf6fece20da691,True,0.19157104344686543,0.062411963192517815,0.045454545454545414,0.2660419721182092,0.10475920838427033,0.17378949819734107,0.6822262118491923,0.5086468272839583,0.12401492255245544,200,171.0,0.007916666666666667,2.3804380187022156,0.21792740777310973,0.0875391831494935,0.28087410910104027,0.114075644656053,0.1792153263417999,0.08738828967642526,-0.2789661661097928,-0.22164765196304634,5498,0.012741260205671501,0.012540509273946059,0.012540509273946059,0.029259555727933706,0.029433428312962577,0.029433428312962577,0.685,0.03612085015024741,0.03612085015024741,0.03612085015024746,0.69,0.68,0.03220338983050847,5901,nan,100
0.19883597306984405,-0.0997269638183724,-0.10700141559491079,False,corr_mse,10,bbc072200dccdf14e557cb437306917d22c34798,True,0.11176261990469102,0.07004533601061355,0.0,0.1620017060586866,0.12261123009715635,0.22926316104857294,0.0,0.0,0.16517801799988768,200,172.0,0.01,2.3615327011493576,0.1454428862504562,0.09411145365510534,0.19725597602964426,0.06616891255042527,0.12062800485061617,0.11151930261519301,-0.312442352026116,-0.2780807208310404,5438,0.009996699186031095,0.013381826730086782,0.013381826730086782,0.024275395902910765,0.033316336381481404,0.033316336381481404,0.285,-0.18359749280921978,-0.18359749280921978,-0.18359749280921972,0.38,0.19,0.0410958904109589,5841,nan,160
0.23124122437517552,-0.05500410283647553,-0.05987867630093055,False,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,722873a7d6992e05cea8618e6a11efbefd86db4c,True,0.19493298190326144,0.30090443886411117,0.0,0.3023200048386843,0.669077157642403,0.7568379980750852,0.5520646319569121,0.5914083649514043,0.9302535144508413,200,172.0,0.05125,2.153432921804041,0.2209808260663767,0.2928792210356278,0.3100311026621068,0.5645227375743636,0.6659644714717348,0.560028981086028,-0.2672932800818555,-0.3169679970373193,5558,0.038547226889187096,0.039135286558005786,0.039135286558005786,0.07066843861031559,0.07024421325399731,0.07024421325399731,0.6125,0.0674207911977368,0.06742079119773686,0.0674207911977368,0.6,0.625,0.2063758389261745,5961,nan,40
0.20373882142520944,-0.0965994524300829,-0.10580931289865926,False,corr_mse,10,13b89b98d1b7e31f70f8127c0e3eac7eca4a9e44,True,0.12434612585246765,0.07588556862631422,0.0,0.2161409873794348,0.2511928474383807,0.33505390044737055,0.8976660682226213,0.7145695028685033,0.6373408077193439,200,172.0,0.035416666666666666,2.087902860786503,0.15687162230636958,0.09913984536094336,0.2407682218295359,0.34609892879407655,0.45109286777669116,0.38831496786042236,-0.2950223980456772,-0.34043956845565615,5538,0.02603379829593634,0.019441530272229203,0.019441530272229203,0.052388811083116806,0.04072121456101993,0.04072121456101993,0.805,0.11399963041211791,0.11399963041211791,0.11399963041211791,0.855,0.755,0.14309764309764308,5941,nan,60
0.1896781747152405,-0.10779438048470251,-0.11696286858482634,False,smooth_mean_abs_diff;corr_mse,8,4a30ce4e4908550b41b46ebd6051c97253e271d3,True,0.08825848481603714,0.021243162477739743,0.0,0.14262789915134422,0.26266976730795444,0.3593258221364282,0.8886894075403952,0.7270681855320872,0.403554574509846,200,172.0,0.022916666666666665,1.8544861953040264,0.1240956911789412,0.05209318815659509,0.18168506655935446,0.32959566605740104,0.4250547107960896,0.25126262626262624,-0.31867610350043546,-0.3775925135746486,5538,0.02508833176935097,0.01998240643652554,0.01998240643652554,0.05017368445439929,0.04242014042458955,0.04242014042458955,0.8,0.11872656083858502,0.11872656083858502,0.11872656083858502,0.855,0.745,0.09259259259259259,5941,nan,60
0.18043609792422974,-0.06748263781910922,-0.06749735930280995,False,smooth_mean_abs_diff;smooth_std_diff;corr_mse,5,477e2a9e838ffff3dd806d3e424b2deb2b260178,True,0.06453804317883598,0.26357973429279274,0.045454545454545414,0.10326562592787455,1.0,1.0,0.5296229802513466,0.592207548487694,0.3852061343560571,200,171.0,0.022083333333333333,1.2527605336109904,0.10255203969370714,0.2607429608488827,0.15004924011395027,0.749573966657999,0.7515159732850879,0.24050623289753723,-0.33134138038240835,-0.38867613499847775,5578,0.04914875130249248,0.05569617261104178,0.05569617261104178,0.07794650402541838,0.08872933540782008,0.08872933540782008,0.6,0.06772303784849992,0.06772303784849998,0.06772303784849992,0.6,0.6,0.08862876254180602,5981,nan,20
0.15390419350322038,-0.12697324990907927,-0.12931282731730057,False,smooth_mean_abs_diff;smooth_std_diff;corr_mse,8,26e7a2cade05a0949bf0ec99414ce48ccf8f4ab3,True,0.0,0.0,0.0,0.0,0.797059645664861,0.857049943022692,0.5341113105924598,0.5700899225720623,0.5719824788706585,200,172.0,0.03208333333333333,1.1828352458218978,0.040705106908889524,0.0,0.05227094280696917,0.6114914330594804,0.6486493708344805,0.35,-0.37048653154758937,-0.43694498680498206,5568,0.04123804809752138,0.04516675475725704,0.04516675475725704,0.06919540269118045,0.07725860079574923,0.07725860079574923,0.6025,0.05935827800013377,0.05935827800013377,0.05935827800013377,0.595,0.61,0.12897822445561138,5971,nan,30
0.14576373331466444,-0.11827442352923422,-0.12310765353933492,False,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,fc30fb85c9ebd48961a562d2eb15d6ad2403b6d5,True,0.0,0.0,0.0,0.0,0.852933129134723,0.916287758082766,0.23339317773788154,0.40869147252670296,0.5564750503361591,200,172.0,0.03125,1.0961452259125415,0.02172936788427451,0.026173956703997338,0.06400581653091576,0.6580048606255455,0.6986681454901914,0.3409090909090909,-0.3657885216775054,-0.4219815363143735,5568,0.04390278715561909,0.04779992077814834,0.04779992077814834,0.07345061629013949,0.08140498266844144,0.08140498266844144,0.435,-0.0016816943584634925,-0.001681694358463437,-0.0016816943584634925,0.43,0.44,0.12562814070351758,5971,nan,30
0.16083554407521178,-0.11973538554393205,-0.11200999923938332,False,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,4f2f485f489980cc0068fb7525914ea1a72c07be,True,0.014231839914580163,0.04550777422932424,0.0,0.015169046237486983,1.0,1.0,0.6597845601436266,0.7214441161328897,0.5787248391030495,200,172.0,0.0325,0.5630449457864383,0.05686236294794361,0.07298481705319664,0.07924519661533756,1.0,1.0,0.35395256916996043,-0.3596874966699269,-0.41633796110866667,5578,0.06349557687803377,0.06299133646885628,0.06299133646885628,0.09908561862547327,0.09884852670774226,0.09884852670774226,0.6725,0.11659956990048514,0.11659956990048514,0.11659956990048514,0.695,0.65,0.13043478260869565,5981,nan,20
