auc_regime,corr_mae,corr_mse,filter_reasons,k,n_auc,n_corr,n_sep,n_smooth_mean,n_smooth_std,n_top10,reg1_top10_coverage,score,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,sep_mean,sep_median,smooth_mean_abs_diff,smooth_std_diff,top10_in_reg1,valid_count,valid_ratio,window
0.2254306298695203,-0.06416211433908953,-0.07458080802995351,corr_mse,8,0.0964206964290048,0.19317400688538905,0.13825292817592658,0.4076981937237308,0.4985966087654909,0.7535296184982998,0.04416666666666667,2.1929054447769807,0.10352051567187977,0.19280384463353412,0.1627017063011995,0.4048098602299295,0.495444415061088,0.6341336534613846,-0.2721447280175751,-0.3083527933082638,0.030461224264960438,0.05833319676315591,0.1781512605042017,5951,nan,50
0.1961834694452267,-0.08927960979497357,-0.09356738662520503,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,0.02378202796589263,0.09585006848617363,0.0028726346770239627,0.452445029835905,0.5488737152653835,0.49166485504510893,0.029166666666666667,1.6206953642801445,0.03803843949025648,0.10431716769137298,0.04725570164390909,0.4462323789208315,0.5414510726273637,0.41876750700280113,-0.3123872925275047,-0.3533922607543081,0.032830013633250985,0.06220380029223325,0.11764705882352941,5951,nan,50
0.5440217031146455,0.011549180495182327,-0.0009691648019645275,corr_mse,2,0.8876780701033814,0.5705023915148114,0.795265114614706,0.0147695824194344,0.01582553827783452,0.0,0.0,3.9809099856127528,0.8168207002495855,0.535869851013732,0.7229710776785242,0.04107257375138491,0.053679069577704096,0.0,-0.07684410771875166,0.10896996727296229,0.009660533136285222,0.021166869198741337,0.0,5921,nan,80
0.26753952475622456,-0.06667948182197977,-0.08006378214653875,corr_mse,5,0.20100295366867404,0.1650686464335332,0.22294863911354804,0.12451511452822918,0.1914750353011557,0.13601190937353375,0.00875,2.3691685384974432,0.19779899682674665,0.16725052248533787,0.23492626119505064,0.14266492641791756,0.21440920748366651,0.12626689189189189,-0.2469684448006296,-0.18652237766943197,0.01547019639437586,0.03468931729468692,0.03547297297297297,5921,nan,80
0.19201789264413519,-0.11085835610104132,-0.11595071224721828,corr_mse,8,0.013436341484794698,0.0,0.010139763773942979,0.2168742413620156,0.3079057382378788,0.32609486219921235,0.019583333333333335,1.815649112579084,0.028712042894062328,0.0,0.053452770640327274,0.22816253898559233,0.3209504914420429,0.28259732947232946,-0.3102270969486177,-0.3383590387582128,0.020359465373304818,0.04365278239944186,0.07939189189189189,5921,nan,80
0.234332812647922,-0.09790321313532385,-0.09875165569740083,corr_mse,10,0.11853028566971704,0.06927585021424502,0.16023995411176845,0.26235463078050586,0.3710660973523441,0.5234886978258786,0.030833333333333334,2.1809892126505033,0.12345179797147118,0.08015595611387706,0.18145121727496427,0.27026411407872747,0.378746120821558,0.4449404761904762,-0.2656089591347001,-0.3205152951780662,0.022767087280922162,0.04851520838027597,0.125,5921,nan,80
0.5425719381403811,0.005959024186095939,-0.0023767440045642145,corr_mse,2,0.884077412952831,0.5632872341909906,0.7868348250050381,0.0,0.0,0.09289262101668828,0.00625,4.149470938047213,0.8135747912754147,0.5293098483494241,0.7157821196079914,0.0,0.0,0.09080417881438291,-0.07935005939522072,0.14256805566983738,0.007311755729565648,0.016650775069413596,0.025510204081632654,5881,nan,120
0.41642607488269656,-0.059993635122860184,-0.06025740807697298,corr_mse,3,0.5707797318707082,0.26659480188000906,0.4307218029503465,0.0,0.0,0.02664707073835129,0.0025,3.179569684837792,0.531144192612063,0.25955784446527497,0.4121055316784422,0.023982167004744856,0.03557738843899644,0.036321671525753156,-0.1852066866227135,-0.008997543410522113,0.00868320063501234,0.01964394980828612,0.01020408163265306,5881,nan,120
0.2524737862683137,-0.09652215023724196,-0.10470839244387939,corr_mse,5,0.1635854687812762,0.03874201404854364,0.126134768441248,0.046768892895639465,0.08623769273951404,0.09289262101668828,0.00625,2.270829613269357,0.16406800136989041,0.05239467003114004,0.1523679044677825,0.07069460184234878,0.11811053957148983,0.09080417881438291,-0.27574692012589985,-0.18532495239429575,0.011354499303158865,0.026587577599092447,0.025510204081632654,5881,nan,120
0.2247779613137987,-0.10565292330099152,-0.10901042145540256,corr_mse,8,0.09479971941285728,0.016690099618113727,0.14043539983486586,0.1321518232290637,0.2286755866884176,0.18858063808539724,0.011666666666666667,2.070284017501381,0.10205924245878478,0.03234512558959118,0.1645628164139823,0.14973429123522644,0.24845000951259902,0.16950113378684808,-0.27149597586719904,-0.2269830901842,0.015874465298079357,0.03755321690043424,0.047619047619047616,5881,nan,120
0.17919383797759264,-0.10639229247272605,-0.11308043615802951,corr_mse,10,0.0,0.0,0.0,0.1287814247228234,0.23449535204250335,0.20330187148058326,0.0125,1.8387891390442979,0.0,0.013376880503492953,0.04419364043349106,0.14661428528060336,0.25377545424084863,0.18160835762876582,-0.31345467633311497,-0.2891538527506354,0.015696044546085402,0.038001253907456005,0.05102040816326531,5881,nan,120
