auc_regime,corr_mae,corr_mse,filter_reasons,k,lambda_hash_round6,lambda_oriented_swapped,n_auc,n_corr,n_peak_delay,n_sep,n_smooth_mean,n_smooth_std,n_switch_band,n_switch_margin_gap,n_top10,peak_delay_base_window,peak_delay_lambda,reg1_top10_coverage,score,score_norm_auc,score_norm_corr_mse,score_norm_sep_mean,score_norm_smooth_mean_abs,score_norm_smooth_std,score_norm_top10,sep_mean,sep_median,smooth_mask_count,smooth_mean_abs_diff,smooth_mean_abs_diff_far,smooth_mean_abs_diff_used,smooth_std_diff,smooth_std_diff_far,smooth_std_diff_used,switch_band_correct_rate,switch_margin_gap_signed,switch_margin_post_signed,switch_margin_pre_signed,switch_post_correct_rate,switch_pre_correct_rate,top10_in_reg1,valid_count,valid_ratio,window
0.2254306298695203,-0.06416211433908953,-0.07458080802995351,corr_mse,8,07701f7077262dbf8d4343588781af3b905849fb,True,0.0964206964290048,0.19317400688538905,0.0,0.13825292817592658,0.37713182885276403,0.46740264899373524,0.5547169811320756,0.4870314536176824,0.7535296184982998,200,172.0,0.04416666666666667,2.1929054447769807,0.10352051567187977,0.19280384463353412,0.1627017063011995,0.4048098602299295,0.495444415061088,0.6341336534613846,-0.2721447280175751,-0.3083527933082638,5548,0.030461224264960438,0.028734399488748175,0.028734399488748175,0.05833319676315591,0.05606042451577212,0.05606042451577212,0.685,0.0988569994899986,0.09885699948999865,0.0988569994899986,0.7,0.67,0.1781512605042017,5951,nan,50
0.234332812647922,-0.09790321313532385,-0.09875165569740083,corr_mse,10,5651d84e899573ce76ed0087a087806a3c31463f,True,0.11853028566971704,0.06927585021424502,0.0,0.16023995411176845,0.23264082027957314,0.36439255501686313,0.5232704402515723,0.5812799591931086,0.5234886978258786,200,172.0,0.030833333333333334,2.1809892126505033,0.12345179797147118,0.08015595611387706,0.18145121727496427,0.27026411407872747,0.378746120821558,0.4449404761904762,-0.2656089591347001,-0.3205152951780662,5518,0.022767087280922162,0.02113864001323245,0.02113864001323245,0.04851520838027597,0.04817617452729918,0.04817617452729918,0.6725,0.12197543927140403,0.12197543927140403,0.12197543927140408,0.72,0.625,0.125,5921,nan,80
0.2247779613137987,-0.10565292330099152,-0.10901042145540256,corr_mse,8,8b42c6034356419ba691c8d6106045f2aa2266e6,True,0.09479971941285728,0.016690099618113727,0.0,0.14043539983486586,0.07122677946756165,0.14461504256260496,0.09559748427672937,0.3139431860488256,0.18858063808539724,200,172.0,0.011666666666666667,2.070284017501381,0.10205924245878478,0.03234512558959118,0.1645628164139823,0.14973429123522644,0.24845000951259902,0.16950113378684808,-0.27149597586719904,-0.2269830901842,5478,0.015874465298079357,0.012653252291974589,0.012653252291974589,0.03755321690043424,0.03135470797836911,0.03135470797836911,0.5025,0.05639976723758883,0.05639976723758883,0.05639976723758883,0.54,0.465,0.047619047619047616,5881,nan,120
0.24766440938285395,-0.04601670054947229,-0.04268644238504699,smooth_mean_abs_diff;smooth_std_diff;corr_mse,5,477e2a9e838ffff3dd806d3e424b2deb2b260178,True,0.15164083114709118,0.3566624027400933,0.045454545454545414,0.19818569002316444,0.8900145503132466,0.8942317812551431,0.340880503144654,0.36010552846446225,1.0,200,171.0,0.07,2.0023982671431506,0.15330018736568973,0.34144707779623973,0.21380957233191236,0.8504183147369819,0.8557402556137094,1.0,-0.2543293726762509,-0.34929343536595797,5578,0.05594380240882708,0.05569617261104178,0.05569617261104178,0.08864538255813352,0.08872933540782008,0.08872933540782008,0.6,0.06772303784849992,0.06772303784849998,0.06772303784849992,0.6,0.6,0.2809364548494983,5981,nan,20
0.17919383797759264,-0.10639229247272605,-0.11308043615802951,corr_mse,10,62cb90c28654a7313253d6c07b46f05956b9c477,True,0.0,0.0,0.0,0.0,0.12424680539195807,0.22946650017217932,0.22767295597484286,0.13913120693591519,0.20330187148058326,200,172.0,0.0125,1.8387891390442979,0.0,0.013376880503492953,0.04419364043349106,0.14661428528060336,0.25377545424084863,0.18160835762876582,-0.31345467633311497,-0.2891538527506354,5478,0.015696044546085402,0.015440466308155567,0.015440466308155567,0.038001253907456005,0.03784912107763685,0.03784912107763685,0.555,0.013519721686565789,0.013519721686565844,0.013519721686565789,0.625,0.485,0.05102040816326531,5881,nan,120
0.19201789264413519,-0.11085835610104132,-0.11595071224721828,corr_mse,8,8c4a9efc6ddcc31c91b6cbefad9a8967840e6cc7,True,0.013436341484794698,0.0,0.0,0.010139763773942979,0.17505516014160827,0.2921103884407906,0.5044025157232706,0.49870618037334274,0.32609486219921235,200,172.0,0.019583333333333335,1.815649112579084,0.028712042894062328,0.0,0.053452770640327274,0.22816253898559233,0.3209504914420429,0.28259732947232946,-0.3102270969486177,-0.3383590387582128,5518,0.020359465373304818,0.018111414804092812,0.018111414804092812,0.04365278239944186,0.042643797563133405,0.042643797563133405,0.665,0.1017207209444369,0.1017207209444369,0.10172072094443696,0.735,0.595,0.07939189189189189,5921,nan,80
0.22663358769719033,-0.05857622873728632,-0.06010719169680878,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,fc30fb85c9ebd48961a562d2eb15d6ad2403b6d5,True,0.09940837979899948,0.26736480104843796,0.0,0.11364796637936381,0.7398073992100036,0.7985369129916768,0.0,0.07715856698178342,0.8379423805122449,200,172.0,0.049166666666666664,1.75662545810475,0.10621384298885711,0.260257925748289,0.14171974163895373,0.7037559826372379,0.75136753952324,0.7035574698891283,-0.27945869326888073,-0.35077169751859405,5568,0.0475567659854993,0.04779992077814834,0.04779992077814834,0.07986436205784637,0.08140498266844144,0.08140498266844144,0.435,-0.0016816943584634925,-0.001681694358463437,-0.0016816943584634925,0.43,0.44,0.19765494137353434,5971,nan,30
0.1961834694452267,-0.08927960979497357,-0.09356738662520503,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,de56a8495a6685a4c53cd77fcf34fcefeff91c42,True,0.02378202796589263,0.09585006848617363,0.0,0.0028726346770239627,0.44080556318823416,0.5306536383512781,0.5924528301886791,0.5529207290485594,0.49166485504510893,200,172.0,0.029166666666666667,1.6206953642801445,0.03803843949025648,0.10431716769137298,0.04725570164390909,0.4462323789208315,0.5414510726273637,0.41876750700280113,-0.3123872925275047,-0.3533922607543081,5548,0.032830013633250985,0.03208166916106919,0.03208166916106919,0.06220380029223325,0.060901567678160407,0.060901567678160407,0.7,0.11501913635348571,0.11501913635348576,0.11501913635348571,0.7,0.7,0.11764705882352941,5951,nan,50
0.20506318258190984,-0.0706314376751882,-0.07234382613378186,smooth_mean_abs_diff;smooth_std_diff;corr_mse,8,26e7a2cade05a0949bf0ec99414ce48ccf8f4ab3,True,0.045835811281120145,0.20464062722306373,0.0,0.0423872826723643,0.6897177649442469,0.7443631885417307,0.34716981132075475,0.32600434678178075,0.6856996753499696,200,172.0,0.04041666666666666,1.546642693130416,0.057919414041353964,0.2032292666430324,0.08095195180411598,0.6638596007292121,0.7099464282834966,0.5783480896546224,-0.30064133800235415,-0.36371844464832337,5568,0.04527525032001786,0.04516675475725704,0.04516675475725704,0.07637954686317815,0.07725860079574923,0.07725860079574923,0.6025,0.05935827800013377,0.05935827800013377,0.05935827800013377,0.595,0.61,0.1624790619765494,5971,nan,30
0.21543656334357256,-0.08182087501415826,-0.07479178465117707,smooth_mean_abs_diff;smooth_std_diff;corr_mse,8,1f7b290a11dcc395e3857f2ea0172680b622a56b,True,0.0715992890019233,0.19209255476463824,0.0,0.04625306736259782,1.0,1.0,0.35345911949685527,0.40592317448983095,0.8365118470507742,200,172.0,0.049166666666666664,1.0595946484416172,0.08114459212503419,0.19182059111943198,0.08424851281619858,1.0,1.0,0.7023809523809524,-0.29949221145108484,-0.3785646601373205,5578,0.06449778504773995,0.06292346507266787,0.06292346507266787,0.10078215374002167,0.09988931098395239,0.09988931098395239,0.605,0.07896175706315678,0.07896175706315683,0.07896175706315678,0.6,0.61,0.19732441471571907,5981,nan,20
0.1852553988643768,-0.0951350133408745,-0.09132361089869347,smooth_mean_abs_diff;smooth_std_diff;corr_mse,10,4f2f485f489980cc0068fb7525914ea1a72c07be,True,0.0,0.10735151354606876,0.0,0.0,1.0,1.0,0.5232704402515723,0.5593637892798893,0.6772861988901336,200,172.0,0.04,0.7421037488813371,0.013571354825894534,0.11477425224962755,0.0,0.9787811375740061,0.9788892920487504,0.5714285714285715,-0.3288598471863887,-0.38647001465104575,5578,0.06328436255894876,0.06299133646885628,0.06299133646885628,0.09900608077537047,0.09884852670774226,0.09884852670774226,0.6725,0.11659956990048514,0.11659956990048514,0.11659956990048514,0.695,0.65,0.1605351170568562,5981,nan,20
